autor,link,chiste,manitas
MsiveNNd,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/161#4804,"
										Pero qué coño?									",0
BH99,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/161#4805,"
										
  Este hilo va de chistes.
  Si, pero lo que has puesto no son chistes, es mas no es ni gracioso.									",0
TheV1ruSS,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/161#4806,"
										
  ese hilo va de chistes malisisimos.  

EDIT:

 Querido user, has recibido un virus talibán, pero como en  Afganistán no somos tan avanzados este es un virus manual. Así que te pido, por favor mándalo a todos tus amigos y luego borra los ficheros de tu disco duro. Gracias

 Firmado: Abdullah. Hacker Taliban									",0
KanE_77,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/161#4807,"
										
  Sí, pero no de gilipolleces									",0
Snorky,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/161#4808,"
										
  Prueba a contar uno de pizzas y putas, suelen hacer más gracia.									",0
Shooket,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/161#4809,"
										Uno q me hizo gracia de 4chan xD

- Que es lo mas blanco que tiene un negro?

- Los dientes?

- No, su amo									",0
Gonchito,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/161#4810,"
										
  ",0
0nLy,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/161#4811,"
										
  joojojjoojjooj									",0
nDrw,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/161#4812,"
										Entra un hombre a una pizzeria con un delfin agarrado del brazo.

Y el tipo dice, perdone me pone una pizza.

¿Familiar?

A lo que el tipo responde 

""No, es puta, y tambien moderador""
   ",0
BH99,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/161#4813,"
										
  Bueno, nos vemos en un par de días que estarás sin poder comentar XDDD

PD: esta gracioso el chiste xDD									",0
RoninPiros,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/161#4814,"
										
  Lo siento pero para hacer un chiste de putas y pizzas y sobrevivir este tiene que ser genial y el tuyo no da la talla, nos vemos tras el ban									",0
Snorky,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/161#4815,"
										Estoy por instaurar un sistema de votación, y el que se arriesgue a poner un chiste de este palo sea sometido a juicio, para ver si a la gente le gusta o no.

Si no le gusta ya sabe lo que hay. Qué os parece?
  Eso me lo reservo ;*									",0
nDrw,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/161#4816,"
										¿De cuantas manitas estamos hablando para superar el liston?

Espero que al menos 9 de momento xDD									",0
Gonchito,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/161#4817,"
										
  A mí me parece muy bien. Te doy mi permiso, que sé que lo estabas buscando.									",0
sONFIL,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/161#4818,"
										
  jajajajaj no lo entiendo tio :S									",0
Skorp1to,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/161#4819,"
										Tienes mi aprobación y si quieres las 2 familiares también te las doy ",0
Deoxys,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/161#4820,"
										
  Yo prefiero el ban inmediato, la verdad.									",0
Snorky,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/161#4821,"
										
  No puedo banear, pero si el chiste no hace la gracia que se espera todo puede pasar... Yo ya he avisado : )									",0
Vobix,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/161#4822,"
										-Eh, Jesús, ¿te vienes a tomar algo a Jerusalén?

-¿A Jerusalén? Qué va, que ahí te clavan.									",0
RoninPiros,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/161#4823,"
										
  A mi me parece perfecto									",0
LaChilvy,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/161#4824,"
										Va un pirao de la cabeza a una panaderia y pregunta:

El panadero contesta:

A lo que el zumbao responde:

Sí, es muy malo, pero según la situación en la que lo cuentes jaja									",0
Chuckfan,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/161#4825,"
										Joder! que te den un chocopunto por poner un chiste malo en el hilo de chistes malos, si que es de Chiste..									",0
ludo90,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/161#4826,"
										
  No, que te lo den por pesado es el tema.									",0
Vobix,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/161#4827,"
										Va un negro a la universidad y dice:

-Hola, quisiera estudiar.

-Muy bien, ¿en qué rama?

-No, no.. yo en un pupitre como todo el mundo.									",0
BH99,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/161#4828,"
										
  Pues para castigarme a mi no te tembló el pulso... FAVORITISMO!!! XDD

Y 2 de mis 3 chistes de putas y pizzas eran buenos, bastante buenos....									",0
Lan0s,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/161#4829,"
										
  Malagueño tenias que ser									",0
Eustakiooo,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/161#4830,"
										
  Seguro que las putas y las pizzas estaban mucho mas buenas que tus chistes...									",0
antibetico,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/160#4771,"
										
  En todos los putos hilos dices lo mismo y no haces gracia macho.									",0
trobo,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/160#4772,"
										
  eso es en русский									",0
PUTO_JEFE,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/160#4773,"
										
  Pues cómeme el pepino.									",0
kritita,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/160#4774,"
										Se abre el telón. Aparecen un uno y un dos llamando a una puerta. ¿Cómo se llama la película?
									",0
txikitin9,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/160#4775,"
										
  Se abre el telon, tu chiste esta repetido 3000 veces, se cierra el telon.									",0
Ladyzombitch,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/160#4776,"
										Se ven dos pajaros en una rama y a una rana entre ellos, de pronto la rana se tira y se mata contra el suelo, y le dice un pajaro a otro:

-Debimos decirle que era adoptado									",0
Jukar,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/160#4777,"
										Esto son un vasco y un negro en Sevilla en lo alto del puente de Triana dispuestos a mear sobre el Guadalquivir

A esto se la sacan y dice el vasco: ""Ahi va la ostia anda que no va sucia el agua joder""

y contesta el negro: "" Y fresquita""

Croquis del palo para retardeds que no lo cojan aun siendo malo
									",0
kritita,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/160#4778,"
										
  No lo pillo, ¿cómo se llamaba la película?									",0
Ladyzombitch,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/160#4779,"
										Una de comunistas j3j3j3. 

Fidel a los cubanos les dio 3 cosas y les quito 3 Les dio: Eucacion, Deporte y Salud Y les quito: Desayuno, Almuerzo y Comida

¿En que se parecen el Vaticano y la Reforma Agraria cubana?

En que en cincuenta años, han producido cuatro papas.

Un comunista es uno que ha leído a Marx.

Un anticomunista es uno que ha leído a Marx y lo ha entendido.									",0
txikitin9,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/160#4780,"
										
  Star trekmiluno?									",0
kiosone,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/160#4781,"
										Se abre el telón y salen dos gitanos
									",0
novella93,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/160#4782,"
										Aparece un neutrino. Se abre el telón.									",0
kritita,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/160#4783,"
										Entra un coseno a un bar de senos y dice: ""Ufff, esto va a ser un desfase...""									",0
txikitin9,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/160#4784,"
										Entra un retrasado a una heladeria y le dice al dependiente:

-¿Me daz un heladoz porfavorrz?

+Si, de que sabor lo quiere.

-Da igualz, ze me va a caerr...									",0
0nLy,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/160#4785,"
										¿Qué salidas tiene un estudiante que acaba de terminar la carrera en españa?
									",0
eda,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/160#4786,"
										Un marido a su mujer: 

-Cariño ¿hacemos el amor?

-No, que me duele la cabeza

-Joder! ¿qué os pasa hoy a todas?									",0
SrEnigma,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/160#4787,"
										
  Entra un playmobil a un bar y le dice al camarero:

-¿Me pones una copa?

-Claro, de que la quiere

-Da igual, si me la voy a tirar por la espalda.									",0
ponsiico,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/92#2731,"
										Esto van dos ratones x la carretera, y le dice uno a otro.

- Tio ayer comi un queso que me dio superpoderes.

Y el otro responde:

- Anda ya tonto, que vas a tener superpoderes.

- Que si, que si, ves aquel camion que viene por alli, pues lo voy a parar.

Total que se pone el raton en mitad de la carretera con la mano levantada, el camion que viene hacia el, y derrepente pincha una rueda, el camion de lao a lao, el camionero intenta controlarlo como puede, y se para justo delante del raton. A lo que se baja el camionero y dice:

- Joder maxo aora voy a tener q cambiar la rueda, voy a x el gato.

Y salta el raton:

- CUIDAO!!! Que todavia te vuelco el camion!!!!

(Queda mejor contao gesticulando y con unas cuantas copas encima xD)									",0
PUTO_JEFE,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/160#4788,"
										Entran dos putas en un telepizza y le dicen al pizzero :

-¿Nos pones dos pizzas ?

-Claro, ¿De que ingredientes ?

-Da igual, si me van a ocultar el post...									",0
nDrw,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/160#4789,"
										
  Si por mi fuera te daria un CT, eres el unico que me hace gracia contando los chistes de putas y telepizzas.									",0
0nLy,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/160#4790,"
										
  A W E S O M E.									",0
R3DW,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/160#4791,"
										El humor negro es como las manos,

mejor no presumir delante de quien no las tiene.

El humor negro es como las piernas,

hay gente que tiene y gente que no.									",0
MnkB,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/160#4792,"
										‎-Oye Pepe, ¿tú entre polvo y polvo fumas?

- Sí, cartones y cartones									",0
McJoel,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/160#4793,"
										QUe hace un cubano con un sobre de mayonesa en la oreja?

Escuchar salsa.									",0
kakarikez,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/92#2732,"
										que es lo mas dificil de un baño en una piscina llena de cadaveres de niños mutilados¿?

p.d. puse el spoiler para que tenga su gracia el chiste. si no procede lo quito									",0
shemar,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/92#2733,"
										graciosísimo vamos									",0
Gonchito,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/92#2734,"
										Me gusta el humor negro, pero ese ya se ha pasado al lado más ocuro del humor, es el Darth Vader de los chistes.									",0
templari0,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/92#2735,"
										jajjajajajajjaj hostia puta que sobrada macho jajajaj									",0
david41,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/92#2736,"
										Entra jesucristo en un bar y dice, ostia, voy a probar la absenta.

Se sienta en la barra y dice:

-Camarero, ponga un copazo de Absenta.

-Jesus, que eso esta muy fuerte, mira a ver si vas a palmar otra vez.

-Que va, esta vez he venido para quedarme.

El camarero le sirve la copa y se dispone a beberla.

Le da un sorbo y se la escupe en la cara al camarero.

-Cawen DIOS pues si que estaba fuerte.									",0
Selbryn,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/92#2737,"
										
  malo no , lo siguiente xD									",0
Snorky,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/92#2738,"
										
 ",0
1mP,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/160#4794,"
										Estan el seno y el coseno bailando en una discoteca, y ven a e elevado a x sola en un rincon y le dicen: ""por qué no te integras?"" ""Para qué? Si va a dar igual""									",0
Jeycobo,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/160#4795,"
										este son dos amigos que se encuentran y se ponen a hablar de su vida:

-Manolo: Tengo una fabrica de clavos y no consigo vender ninguno , a este paso me voy a arruinar.

-Pepe: Mira yo soy el mejor publicista del mundo , asi que como somos amigos te voy a hacer una publicidad que vas a vender todos los clavos. 

a la semana vuelve pepe con la publicidad y se la va a enseñar a manolo a ver que le parece,

en la publicidad se ve una imagen en la que sale jesus clavado en la cruz y debajo pone 

-Manolo: No se me parece demasiado fuerte esta publicidad

-Pepe: Si quieres yo te traigo otra publicidad a ver si te gusta más

otra semana despues vuelve pepe pero esta vez en la publicidad se ve una imagen en la que la cruz esta vacia y jesus estallado contra el suelo y debajo pone 
									",0
TheV1ruSS,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/160#4796,"
										cual es la diferencia entre Madrid y un plato de mierda ?¿

cuantas horas duerme un hombre por la noche?¿

depende de su mujer

un hombre tenia dos caballos, uno blanco y otro negro. Al negro le corto la cola para diferenciarlos.

era una vez un caballo...y el no lo sabia.

entra una mosca en la oreja de un caballo...y cuando quiso salir el caballo no estaba

ola juan, que tal?¿

pues, si.

al manicomio: cuanto es 7x7 ....verde, pregunta al otro, 7x7...rojo...pregunta al otro....49 . oye pero como lo sabias?¿ He sumado rojo con verde.

en un campo estaban dos caballos, uno blanco y otro un poco mas alla...

ola, quiero participar en el concurso. Bine la pregunta es, que tiene 4 ruedas volante y se usa para viajar?¿---coche. casi casi pero la respuesta correcta era mercedes.  

   oye, señorita puedo hacerle una pregunta?¿ Que es lo que esta por la noche en la acera y vende su cuerpo para placeres sexuales?¿ ---Puta---casi casi pero la respuesta correcta era tu puta madre.

Viene juan del cole enfadado,mama mama, pedro me ha enseñado la polla

  y como estaba?¿--como un cacahuete

  Así de pequeña?¿--no así de salada 

una serpiente pregunta a su padre si ellos son venenosos. Si, porque hijo?¿ Pues, me he mordido la lengua.

se va uno en el bosque y encuentra un gitano colgando en un árbol con una cuerda atada a nivel del pecho. 

  Pero que coño estas haciendo?¿---me quiero suicidar.

  Pero tonto, hay que poner la cuerda en el cuello---es que así no puedo porque me ahogo.

va un gitano a robar en una casa y suena el fijo. contesta y le pregunta, oiga esa es casa de don juan?¿ Oye, ni puta idea, acabo de entrar.

en la universidad: que haríais si estaríais empresarios?¿ todos empiezan a escribir, menos uno. ---Y tu no escribes nada?¿---Espero que venga mi secretaria.									",0
dieci9,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/92#2739,"
										Un cachete le dice a otro (el portal esta muy sucio). j3?.

Uno llega y dice, los peos pesan?, otro contesta rotundamente, NO, a lo que el otro responde, entonces me lo he hecho encima.

Un lepero astronauta le dice a otro, voy a ir al sol, el otro sorprendido le dice, si hombre, en el sol te quemas, el otro responde muy serio, yo voy a ir de noche.

.........

......... lo se, son un asco, pero de eso se trata no?									",0
ChaRuu,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/92#2740,"
										xdddd pues el del lepero es buenisimo AJJAJAJA									",0
Onanymous,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/92#2741,"
										Están los apóstoles en la última cena y le dice Judas a Cristo:

-Cristo, vámonos a Jerusalén a tomar unas birras!-

y dice:

-NO! que ahí te clavan...-									",0
ChaRuu,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/92#2742,"
										probablemente lo hayas sacado de este post ese chiste, porque esta en 
  .. aun asi esta guapo xddddd.									",0
nandato,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/92#2743,"
										como hacen las cosas los de álava?",0
ceplusplus,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/92#2744,"
										Camarero a un cliente : ¿ Quiere repetir?

Cliente: Si.

Camarero: ¿Quiere repetir?

Cliente: Si.									",0
vene-nemesis,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/160#4797,"
										nada									",0
novella93,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/160#4798,"
										¿Qué es blanco por arriba y negro por abajo?
									",0
Lafy,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/160#4799,"
										¿Como se llamaba el padre de E.T?
									",0
Menudeldia,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/160#4800,"
										Este es un mendigo que coje una piedra enorme y le pega una hostia en la cabeza a otro mendigo. El mendigo agredido le pregunta: ¿Pero que cojones haces tio? a lo que el primero le responde: Pelea de almohadas!!
  Si esta repe lo siento pero no he podido leerme las 160 páginas del post.									",0
gefea,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/92#2745,"
										Se abre el telón y se ve a Batman jugando a los dardos, fallando todas las tiradas…

¿Cómo se llama la película?
									",0
nDrw,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/92#2746,"
										ajajajajaja NICE									",0
Bosko_509,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/92#2747,"
										
  jajajajaja hacia mucho que no me hacia gracia un chiste de este thread XD									",0
Offtopico,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/92#2748,"
										¿Cuál es el animal que es dos veces animal?
									",0
nDrw,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/92#2749,"
										
									",0
Adonay_,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/92#2750,"
										esto es un jardinero que le dice al otro:
									",0
MrJ,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/92#2751,"
										-Seguid avanzando...!

...

...y Vanzando y los suyos se perdieron por la selva.									",0
ChaRuu,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/92#2752,"
										NOVEDAD									",0
kas,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/92#2753,"
										
  Seamos felices mientras podamos...									",0
trobo,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/92#2754,"
										
  PEROTAMPOCOMENTIRA									",0
Gonchito,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/92#2755,"
										¿Qué le dice una gorda a otra?
									",0
w311fr4g,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/92#2756,"
										Un tio de 28 años de gafas to friki que es virgen decide ir al puti a perder la virginidad, llega alli y  la puta le dice que se quite la ropa y tal , el tio to nervioso le explica que es virgen q blabla...

y dice la tia:

""Bueno pues vamos a empezar por un 69"".

El friki nervioso acepta y empiezan a hacer un 69,  estan ahi trankilamente y derrepente la puta tira un pedo.El friki se sorprende y tal pero sigen...

Derrepente la tia se tira otro pedo y el tio ya pensando ""joder..."", al minuto otra vez lo mismo y el tio ya to moskeao coje se levanta y le dice:

""¡¡¡¡Los otros 66 vas a tirarselos a tu puta madre!!!!"" ",0
ChaRuu,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/92#2757,"
										JAJAJJAJAJAJJAJAJAJJAJJA grande.									",0
Gonchito,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/92#2758,"
										

En AMUMI (Asociación de Mujeres Maltratadas Internacionales), están Viveka (alemana), Chloé (francesa) y Paca, compartiendo sus experiencias sentadas en corro.

Empieza Viveka:

- Pues una vez, llegó Rüdiger y me dijo: ""¡Mujer, hazme una salchicha y ponme una cerveza!"". Y yo le dije, ""¡Pues no, vas a hacerlo tú con tus cojones!"". Al primer día no vi nada, al segundo no vi nada, y al tercer día, Rüdiger se había hecho su salchicha y se había cogido su cerveza, con sus cojones.

- ¡MUY BIEN VIVEKA!

Sigue Chloé:

- Pues una vez, llegó Pierre y me dijo: ""¡Mujer, hazme una tortilla francesa y ponme un vino!"". Y yo le dije, ""¡Pues no, vas a hacerlo tú con tus cojones!"". Al primer día no vi nada, al segundo no vi nada, y al tercer día, Pierre se había hecho su tortilla francesa y se había cogido su vino, con sus cojones.

- ¡MUY BIEN CHLOÉ!

Sigue Paca:

- Pues una vez, llegó Manolo y me dijo: ""¡Mujer, hazme una tortilla de patatas y ponme un vino!"". Y yo le dije, ""¡Pues no, vas a hacerlo tú con tus cojones!"". Al primer día no vi nada, al segundo no vi nada, y al tercer día, empecé a ver un poco por el ojo derecho...",0
Colacado,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/93#2761,"
										
  yo me sabía:

""¿Qué le dice un jardinero a otro?""",0
-xH,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/92#2759,"
										Haced la foto sin Flash
									",0
jaumemaulet,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/92#2760,"
										
  Que g
ande!! jajajjaja									",0
gefea,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/93#2762,"
										Como se llama el pez que abre puertas?

EDIT: si, habia escrito habre xDD									",0
Xav0,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/93#2763,"
										
  edita ese ""habre"" ¬¬ 									",0
Gonchito,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/93#2764,"
										¿Por qué los de Lepe se tiran un pedo al entrar en casa?
									",0
ChaRuu,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/93#2765,"
										lol habre o_O JAJAJJAJa									",0
Hades13,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/93#2766,"
										¿Alguien me explica los chistes de los jardis?

=(									",0
gefea,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/93#2767,"
										JOOOOOOOOOOOODER MIL DISCULPAS JAJAJAJAJAJAJAJAJAJAJAJA ME DOY VERGUENZA A MI MISMO
  Ninja edit 									",0
nDrw,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/93#2768,"
										Habril Cerral									",0
Gonchito,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/93#2769,"
										
  Te hemos saltado a la yugular. Para que aprendas a no meterte con la hache, ¿ok?, que es mi colega.									",0
gefea,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/93#2770,"
										Sois todos unos cabrones jajajaja no se en que estaria pensando la verdad..

Venga, para compensar, un chiste marca de la casa:

¿De que murio el osito?
									",0
nDrw,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/93#2771,"
										
  Joder... a este paso me voy a encargar de que alguien te tire aquí xD:",0
nDrw,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/159#4741,"
										El 
  era bueno.

NAZIS!									",0
Chocapico,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/159#4742,"
										
  Me he reído más que con la mayoría de chistes que se cuentan en el post. Manita +1 para ti!									",0
wolfmanovich,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/93#2772,"
										
  De que murió Mourinho?
									",0
Gonchito,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/93#2773,"
										¿De qué murió el capitán Garfio?

¿Y su hijo?
									",0
ChaRuu,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/93#2774,"
										
  joder es simple de entender XD 

disfrutemos mientras PODAMOS (del verbo PODAR)									",0
Hades13,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/93#2775,"
										
  Oh Dios que malo xDDDDDDDDDDDDDDDDDDDDDDDDD

Gracias jajajajajaj									",0
Kuwabara,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/93#2776,"
										¿Por qué la niña se cayó del columpio?

jajasdjfaja

PD: 
  gracias de antebraso estoy borracho...									",0
Bosko_509,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/93#2777,"
										Aqui va uno muuuuuuy basto

¿En que se diferencia Juan Pablo II de Madeleine McCann?",0
Gonchito,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/159#4743,"
										Qué bueno era. Libertad de expresión!!									",0
Skorp1to,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/159#4744,"
										Joder 34 post y ni un puto chiste en condiciones? De que vais?									",0
ludo90,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/159#4745,"
										
  De usuarios ejemplares que se ciñen al título del tema.									",0
sodAp,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/159#4746,"
										
  es que es acojonante, cuanto mas te ciñes al tema, mas posibilidades de que te caiga un punish									",0
0nLy,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/159#4747,"
										Le cae un punish a alguien que pone un chiste en un thread de chistes, y no les pasa nada a 20 users que solo intentan discutir, mola.									",0
wolfmanovich,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/93#2778,"
										
  Ca
ó, guardemos un sentido minuto de silencio									",0
Xav0,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/93#2779,"
										
  Supongo ke keria decir en el spoiler ""pq no tenia boca"" :s									",0
ChaRuu,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/93#2780,"
										
  xdddddddd manita.									",0
wolfmanovich,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/93#2781,"
										No se si andará puesto:

Va una vieja al banco con un maletín y se lo abre a la cajera: 

- Vengo a ingresar 200.000 euros

- Disculpe señora, para esas cantidades de dinero tiene que consultar con el director

Sube al despacho del director y le dice:

- Buenos días caballero, venía a ingresar 200.000 euros y me han dicho que hable con usted

- De acuerdo, por política de la institución tengo que preguntarle de donde procede este dinero, y bien?

- Pues lo he ganado apostando

- Apostando??

- Si, mire, le pongo un ejemplo, me apuesto los 200.000 euros a que usted tiene los cojones cuadrados, y se lo digo totalmente en serio.

El director del banco, medio acojonado, pero sin querer desaprovechar la oportunidad le contesta:

- Muy bien, pero si no le importa lo haremos mañana, con un notario presente y después de que me haya hecho un chequeo médico, por si acaso

- Por mi no hay problema, mañana entonces, pero ya avisaré yo al notario

Al día siguiente están la vieja con el maletín, el director y el notario

- Bueno señora, siento decírselo pero tengo mis testículos como cualquier otra persona, acérquese a comprobarlo si quiere.

Se baja los pantalones y la vieja se acerca y se los empieza a palpar

- Pues tiene usted razón, aquí tiene los 200.000 euros

De repente el notario se empieza a dar cabezazos contra la pared

- Qué le ocurre al notario, señora?

- Nada, que me aposté con él 500.000 euros a que le tocaba los cojones al director del banco",0
ChaRuu,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/93#2782,"
										AJJAJAJAJJAJ que jefa la abuela.									",0
montaN1,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/93#2783,"
										Era un niño tan feo feo feo que le pregunto a su madre 

- mama tu me quiereS?

- si, pero como amigo

Un tio que se monta en un bus y dice:

- Cuanto vale?

- 1 €

- Pues bajarse tos que el bus es mio",0
Snorky,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/159#4748,"
										Pero vamos a ver...

Os dije hace tiempo que no dejaría pasar ni un chiste más de pizzas y putas precisamente porque se estaban poniendo cada dos por tres en una misma página y muchos estaban hasta los cojones, y aun así hay quien intenta la gracia sabiendo perfectamente lo que hay. 

Pues noticias frescas! Existen más aparte de ese. Creo que no hay que llorar tanto por no poder poner un sólo chiste de mierda más manido que el mango de un paraguas.

Y hasta aquí el chiste malo de hoy.									",0
0nLy,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/159#4750,"
										
  Ya bueno, pero chistes originales como ese  bajo mi punto de vista, que será distinto del tuyo está claro, merecen no ser ocultados aunque sea el mismo tema xd.

pero vaya, tampoco nos va la vida en ello, yo solo opino									",0
sacker,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/93#2784,"
										
  xDDDDDDDDDD brutal la vieja									",0
piga,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/93#2785,"
										
  he tardado 5 segundos en pillarlo									",0
